,trackId,ticks,on,idx,pitch,velocity
988,1,33591, Note_on_c,1,47,127
989,1,33792, Note_off_c,1,55,127
990,1,33792, Note_off_c,1,52,127
991,1,33792, Note_off_c,1,47,127
992,1,33792, Note_on_c,1,55,127
993,1,33792, Note_on_c,1,52,127
994,1,33792, Note_on_c,1,47,127
995,1,33942, Note_off_c,1,55,127
996,1,33942, Note_off_c,1,52,127
997,1,33942, Note_off_c,1,47,127
998,1,33942, Note_on_c,1,55,127
999,1,33942, Note_on_c,1,52,127
1000,1,33942, Note_on_c,1,47,127
1001,1,34176, Note_off_c,1,55,127
1002,1,34176, Note_off_c,1,52,127
1003,1,34176, Note_off_c,1,47,127
1004,1,34176, Note_on_c,1,55,127
1005,1,34176, Note_on_c,1,48,127
1006,1,34176, Note_on_c,1,46,127
1007,1,34944, Note_off_c,1,55,127
1008,1,34944, Note_off_c,1,48,127
1009,1,34944, Note_off_c,1,46,127
1010,1,35712, Note_on_c,1,64,127
1011,1,35712, Note_on_c,1,59,127
1012,1,35712, Note_on_c,1,54,127
1013,1,35712, Note_on_c,1,52,127
1014,1,35712, Note_on_c,1,47,127
1015,1,35712, Note_on_c,1,35,127
1016,1,36480, Note_off_c,1,64,127
1017,1,36480, Note_off_c,1,59,127
1018,1,36480, Note_off_c,1,54,127
1019,1,36480, Note_off_c,1,52,127
1020,1,36480, Note_off_c,1,47,127
1021,1,36480, Note_off_c,1,35,127
1022,1,36480, Note_on_c,1,63,127
1023,1,36480, Note_on_c,1,59,127
1024,1,36480, Note_on_c,1,54,127
1025,1,36480, Note_on_c,1,51,127
1026,1,36480, Note_on_c,1,47,127
1027,1,36480, Note_on_c,1,35,127
1028,1,37248, Note_off_c,1,63,127
1029,1,37248, Note_off_c,1,59,127
1030,1,37248, Note_off_c,1,54,127
1031,1,37248, Note_off_c,1,51,127
1032,1,37248, Note_off_c,1,47,127
1033,1,37248, Note_off_c,1,35,127
1034,1,37248, Note_on_c,1,64,127
1035,1,37248, Note_on_c,1,59,127
1036,1,37248, Note_on_c,1,55,127
1037,1,37248, Note_on_c,1,52,127
1038,1,37248, Note_on_c,1,40,127
1039,1,37248, Note_on_c,1,28,127
1040,1,38784, Note_off_c,1,64,127
1041,1,38784, Note_off_c,1,59,127
1042,1,38784, Note_off_c,1,55,127
1043,1,38784, Note_off_c,1,52,127
1044,1,38784, Note_off_c,1,40,127
1045,1,38784, Note_off_c,1,28,127
